,Golden_grains
2464,1388200.8662496915
2465,1074556.5378967884
2466,1008459.0982560604
2467,1492809.2802168855
2468,1164270.5173672782
2469,1089050.2335484792
2470,917749.0840620754
2471,1258849.7296091905
2472,1434708.7738196184
2473,1415204.4175268528
2474,1532908.9277702114
2475,1062855.322887534
2476,1476678.1875276994
2477,1303192.13378131
2478,1357286.2049723766
2479,1196874.702275141
2480,1432990.9190524276
2481,1448229.367853515
2482,1260906.9778921066
2483,1418196.9027135102
2484,1301294.5602866968
2485,1200180.455928797
2486,1251605.6742989866
2487,1121206.6135514989
2488,1405873.4494496093
2489,1073753.5264478966
2490,1415743.7399366412
2491,1125633.258126127
2492,1353302.6731780341
2493,1404464.523762587
2494,1226410.3810566869
2495,1496170.0832656673
2496,1347292.8675531922
2497,1397331.3764664019
2498,1481479.2247737679
2499,1378168.6125758572
2500,1441572.8640926036
2501,1477949.7018117553
2502,1366806.967265912
2503,1309481.2001017963
2504,1296907.7909453977
2505,1405385.6246234355
2506,1310292.699724479
2507,1215003.9614825821
2508,1061119.1772969076
2509,1276837.4014427515
2510,1278162.3131162478
2511,1416830.1878168967
2512,1274833.0900801239
2513,1366986.392794747
2514,1295104.8702852577
2515,1493574.8551353235
2516,1385345.1463713942
2517,1324434.26100885
2518,1371355.9456801678
2519,1518044.3921212559
2520,1323036.3022868293
2521,1086769.046167473
2522,1438844.7736156723
2523,1311675.1964882144
2524,1481300.6254729528
2525,1329980.5721482718
2526,1308098.3989309405
2527,1178669.364900237
2528,1445479.5299998517
2529,1366976.0978236522
2530,1541841.9034467086
2531,1390194.220743011
2532,1117704.7049640925
2533,1470275.6126762058
2534,1387365.3903521807
2535,1252188.047941144
2536,1557702.3123173183
2537,1454017.863199641
2538,1456213.0104308594
2539,1370739.121839782
2540,1389927.140940908
2541,1211257.9793096567
2542,1390291.0752933044
2543,1264630.6275674691
2544,1522702.1460208446
2545,1300246.7793357582
2546,1452749.5689191122
2547,1274864.278206346
2548,1138446.1091602843
2549,1429854.976389506
2550,1239883.807317827
2551,1589102.453978658
2552,1202253.555343071
2553,1515090.561440728
2554,1029517.6309449383
2555,1373315.2238458036
2556,1369868.445060262
2557,1006608.2738156348
2558,1413341.427974345
2559,1331820.715350899
2560,1105153.3291654214
2561,1518444.5403831284
2562,1441309.7132170682
2563,1212174.378275732
2564,1460023.280978283
2565,1544513.8049841647
2566,1379550.7783996752
2567,1366867.177560325
2568,1188203.9672297575
2569,1396694.5158194397
2570,1213836.603931798
2571,1423423.6151181185
2572,1520181.3044069135
2573,1474413.2712022953
2574,1031711.3167199242
2575,1420483.4432260522
2576,1412461.2881139729
2577,1074643.403299085
2578,1417776.5197579635
2579,1349800.4107615002
2580,1321093.4307654724
2581,1449997.9460403672
2582,1139502.4338561115
2583,1470786.6877553551
2584,1416853.9742162277
2585,1226052.7988403465
2586,1487578.190211502
2587,1425266.838392328
2588,1469777.970056093
2589,1410854.147864267
2590,1156377.5335916823
2591,1480523.8872322708
2592,1469280.0515707864
2593,1381121.573049208
2594,1067329.3560323818
2595,1301936.7453660474
2596,1475799.5921203876
2597,1428061.3378405322
2598,1302501.7730253928
2599,1398401.6037799816
2600,1198318.6808221221
2601,1274422.7366112887
2602,1402664.3195225806
2603,1055344.3296222528
2604,1525185.6543156272
2605,1367729.8211985875
2606,1246802.7990504045
2607,1624206.790036347
2608,1164240.7096712156
2609,1282174.9052861978
2610,1433075.2715169261
2611,1540673.478742475
2612,1588792.977819193
2613,1218153.8808923669
2614,1451131.8401436505
2615,1337511.510369104
2616,1352777.3114978431
2617,1437795.2014734657
2618,1362279.0143988524
2619,1515642.040540988
2620,1404696.1501324757
2621,1356146.9258175886
2622,1345730.4738493504
2623,1340115.403566053
2624,1251352.4981405255
2625,1425118.9762420363
2626,1103023.5178591558
2627,1535813.0790660174
2628,1496462.0202602968
2629,1295149.1977965017
2630,1365528.761312512
2631,1493110.6440865502
2632,1471345.5190389296
2633,1214924.4453808104
2634,1505050.3385115212
2635,919191.6710281136
2636,1482029.1238312386
2637,1461977.0472603834
2638,1371776.492453366
2639,1278565.5407398234
2640,1323910.943573691
2641,1543987.4870535447
2642,1426291.9132040683
2643,1519611.8934999388
2644,1341655.184685303
2645,1533866.1130698943
2646,1332873.3970576844
2647,1069464.1933877633
2648,1387439.3722504068
2649,923326.4782445434
2650,1198856.2818603085
2651,1341096.800200389
2652,1331902.2294336574
2653,1380682.9660091249
2654,1539204.6152360202
2655,1408434.0570600014
2656,1441547.700951548
2657,1460072.961628549
2658,948095.6544377272
2659,1480623.843945974
2660,1199607.1679784495
2661,1477785.556355093
2662,1196452.4599653324
2663,1544316.9494633016
2664,1481987.4418557663
2665,1261074.762893875
2666,1213186.70084558
2667,1349955.9495226701
2668,1427398.4432226527
2669,1405652.8901125768
2670,1396507.8485837632
2671,1331118.8659950087
2672,1159339.256704544
2673,1307841.4955404694
2674,1365116.7609504014
2675,1464307.7653426125
2676,1336575.411457162
2677,1292039.6957985691
2678,1415673.8401637399
2679,1186898.5363457159
2680,1469582.4890157387
2681,1452660.2834515844
2682,1333001.52318752
2683,1257837.6441750862
2684,1276197.6675218882
2685,1361248.3866564927
2686,1320128.4907606046
2687,1452189.3537463858
2688,1316430.9320894454
2689,1349198.1190979315
2690,1485513.1541009808
2691,1138679.5987087465
2692,1468612.5087821719
2693,1165554.333504625
2694,1400892.3290181074
2695,1434690.5443711234
2696,1325830.1013330917
2697,1406125.8531939187
2698,1413476.6519241275
2699,1074042.2267196965
2700,1170378.3219366523
2701,1474662.5824946254
2702,1535291.7632795924
2703,1536747.4221543532
2704,1145813.2860470158
2705,1408361.6621491795
2706,1475224.6112278977
2707,1195987.4799569254
2708,1308972.457691674
2709,1344919.2218791014
2710,1195877.541960719
2711,1155653.6281688449
2712,1079163.2866848065
2713,1025201.577417546
2714,1161218.5644983647
2715,1269066.8670264722
2716,1319840.928125922
2717,1168700.2715282307
2718,1073129.8453709874
2719,1200420.7572340681
2720,1520441.0229996252
2721,1493000.3936803949
2722,1411188.2680809295
2723,1307234.9949784528
2724,1400280.6545958098
2725,1431545.9138503922
2726,1495452.6215846469
2727,1273219.226447059
2728,1312687.130198955
2729,1463079.6141285158
2730,1451385.3934234898
2731,1456677.864660602
2732,1429760.7823396064
2733,1479114.2985159997
2734,1164274.8368989178
2735,1452591.59646631
2736,1425580.7777103886
2737,1561367.327578369
2738,1536896.5883898726
2739,1423227.2461620613
2740,1035731.7545863226
2741,1402743.8059212514
2742,1093986.4478247138
2743,1436385.2061680537
2744,1380724.3940283204
2745,1412220.468683286
2746,1388871.804917048
2747,1487514.7456785352
2748,1351611.3292593192
2749,1422696.9156873822
2750,1487437.3543490788
2751,1249946.345886124
2752,1421866.1556849044
2753,830790.7199262863
2754,1310179.4021468246
2755,1084019.054832235
2756,1250402.002643612
2757,1410921.5824341509
2758,809581.1520378772
2759,1434053.4470941902
2760,1184897.350364167
2761,1394061.770699754
2762,1326511.6131521084
2763,1431366.5286076926
2764,1356213.8280295623
2765,1472951.4370976312
2766,1262007.2366519067
2767,1143351.7303930616
2768,1139151.9559230017
2769,1214305.9316424597
2770,1179634.9366349522
2771,1149017.493234429
2772,1389395.7579762982
2773,1522680.911533661
2774,1145758.0310111092
2775,1384377.3228200178
2776,1293436.1993521636
2777,1376230.157274707
2778,1008413.7491592484
2779,963822.3296906312
2780,1456174.9515937807
2781,1438699.8607475583
2782,1404462.4391476768
2783,1431662.761416648
2784,1400927.5797839104
2785,1365514.3042307296
2786,1291711.8914626895
2787,1130226.7816700372
2788,1261019.484078946
2789,1388566.9561771094
2790,1630095.6713297635
2791,1385189.1005209184
2792,1452664.8115860492
2793,1419638.1224368953
2794,1491037.0112296492
2795,1022447.6901948875
2796,1455497.7240587936
2797,1361742.5314262277
2798,1204548.443520623
2799,1416851.7718835303
2800,1358486.8152069699
2801,1288706.8282944325
2802,1397845.523531782
2803,1378769.588603697
2804,1338643.4213752192
2805,1133302.4188779877
2806,1367136.5132765714
2807,1252079.8213803712
2808,1463771.642104223
2809,1456282.539584173
2810,1262927.631926679
2811,1077032.3554275488
2812,1060911.3258338005
2813,972910.7660913899
2814,892305.8174282634
2815,1455353.3534091336
2816,1242629.043493017
2817,1357731.5904969554
2818,928636.9949358924
2819,1486931.1142557734
2820,1276779.0570364683
2821,1450326.9028937097
2822,1448135.5146926749
2823,1276748.708783177
2824,1366192.6802011435
2825,1002745.0793880421
2826,1504299.1310196456
2827,1257227.9853054842
2828,1104735.194687101
2829,1418332.2645088925
2830,1188950.80626464
2831,1444343.8693298693
2832,1352782.874349058
2833,1500292.0282743236
2834,1313906.5404855988
2835,1449828.9791517279
2836,1276380.267106237
2837,1348217.333103177
2838,999663.6094198605
2839,1503916.8540844235
2840,1361733.9257222083
2841,903741.5247545306
2842,1541536.6650408744
2843,1548160.5805510255
2844,1423290.478380908
2845,1306151.228930456
2846,848496.4888551249
2847,1452643.3056163709
2848,1012917.9708944752
2849,1162357.9890682555
2850,1268027.0234848438
2851,1523099.1900612328
2852,1330920.3136827212
2853,1042422.6064858666
2854,1352948.8540259553
2855,1173468.3495293667
2856,1364053.9209637525
2857,1466983.0939438194
2858,1469693.6846603416
2859,1264396.0703063991
2860,1439105.7705889896
2861,1110417.572114819
2862,1509160.556262518
2863,1414524.1765010091
2864,1355587.4686557767
2865,1378297.3463481453
2866,1400297.0545449778
2867,1437107.2432724356
2868,1363372.4542035437
2869,1434944.7225925124
2870,1289248.8164344756
2871,1457605.0517732536
2872,1227008.1417942685
2873,1370595.908616177
2874,1346229.677017453
2875,1549538.2083449622
2876,1130977.777720471
2877,1395273.414042092
2878,1156081.9072089987
2879,1354114.7152603974
2880,1478124.7138857027
2881,1358119.9469545821
2882,1230015.5695515298
2883,1089261.5349160011
2884,1150504.1235743994
2885,1302788.0741005172
2886,941712.2579671247
2887,1285912.206843897
2888,1301806.6146716448
2889,1422481.5665393705
2890,1379884.8166677505
2891,1278986.790034626
2892,1152393.553568459
2893,1487279.0126958499
2894,1296083.813712498
2895,1176212.9620450693
2896,1037905.7137472588
2897,1356375.6315173858
2898,1440147.0230721717
2899,1129030.027267815
2900,1370744.4640504047
2901,1451264.8228530167
2902,981554.7091087474
2903,1062630.0619613668
2904,1219579.0842318947
2905,1388137.582379163
2906,1445823.480015864
2907,1418992.0862371312
2908,1325699.6695853493
2909,1272490.2841916566
2910,1188444.2341452136
2911,1405390.220093493
2912,1189676.0454497994
2913,1357957.6358446064
2914,1245860.593834605
2915,1241314.7617308423
2916,1379014.959067696
2917,1066168.533714328
2918,1478743.246250727
2919,1105559.050644475
2920,1299649.161357927
2921,1128119.0236845694
2922,1051672.5381860891
2923,1417809.8061007247
2924,1316139.3473205492
2925,1466404.5256423801
2926,1392316.0333779992
2927,1258735.071953588
2928,1462263.8580499555
2929,1472883.853820018
2930,1436224.2367897336
2931,1365443.9659753256
2932,1331830.6116709681
2933,1301424.2739344342
2934,1493353.347136207
2935,1472961.687668263
2936,1385366.46129042
2937,1547410.022336206
2938,1388018.4456117263
2939,1323912.5473878148
2940,1378993.4908019584
2941,1464031.5617839338
2942,1171550.7769790664
2943,1404916.5875290106
2944,1163868.588901665
2945,1485711.070199289
2946,1324152.4979456011
2947,1364515.8670166142
2948,1273814.4951486427
2949,1376525.7075164488
2950,1132625.5682665128
2951,1396530.2667119908
2952,1154855.1169483429
2953,1442266.2200846833
2954,1435854.4925349362
2955,1261809.1947918662
2956,1121006.2035726202
2957,1427231.0235098668
2958,1378532.4231058443
2959,1269099.8831660931
2960,1397078.825317413
2961,1169212.2935960284
2962,1393236.3910219767
2963,1378702.550669271
2964,1428034.329248389
2965,1297303.9261404544
2966,1530041.1025920983
2967,1403458.102526468
2968,1501332.1786776197
2969,1360827.1371576109
2970,1452751.2249443098
2971,1316325.0835820362
2972,1261832.5787910642
2973,1303123.0343303299
2974,1352804.3186241076
2975,911177.7215392282
2976,1432412.8396089037
2977,1427231.5498441858
2978,1389167.4173192575
2979,1167304.5907314718
2980,1003965.6739715089
2981,1316402.8329719605
2982,1160082.910256136
2983,1218928.3339482204
2984,1080549.8477242074
2985,1136094.9384580562
2986,1267900.6400826105
2987,1340059.2923995254
2988,1460346.5620951538
2989,1510707.4862620498
2990,1407463.5087773637
2991,1337332.3798195322
2992,1388005.1254296189
2993,1431350.7473708794
2994,1419481.0442309873
2995,1506886.4418237393
2996,1355407.5447075304
2997,1211473.2310896257
2998,1280593.9282408312
2999,1411662.605178217
3000,1427019.0583099371
3001,1263697.5603903902
3002,1429393.3486702472
3003,1454335.5111506537
3004,1117995.036918963
3005,1286746.5759083396
3006,1487811.1199823013
3007,1421903.4000125993
3008,1382492.490228229
3009,1055369.6318460535
3010,1325286.7064095829
3011,1356275.0535055313
3012,1522624.5703225706
3013,1048226.2280894017
3014,1226307.034030549
3015,1282285.3490386938
3016,1324472.9637737107
3017,1386821.4613858468
3018,1154069.0880939313
3019,1505416.3231251885
3020,1601674.6090648181
3021,1315864.8439761105
3022,1454488.9395714696
3023,1062508.9763023574
3024,1429563.466378511
3025,1304898.8990755822
3026,1412919.3490788161
3027,1332011.8633804226
3028,1479159.3779139398
3029,1410522.3111262836
3030,1226877.5502269436
3031,1375374.32783743
3032,1416300.01697753
3033,1347719.3635308153
3034,1021117.6891049154
3035,1298602.215182992
3036,1012876.9807227097
3037,1410676.5610873804
3038,1169876.5426427366
3039,1439074.2836260141
3040,1378151.4783218766
3041,1297660.6444655738
3042,1112000.8847215783
3043,1517526.4058682225
3044,1443285.7171044876
3045,1261318.1570345892
3046,1105444.016215969
3047,1404589.9911775
3048,1379798.6293952984
3049,1094486.7595041231
3050,1270289.4452290905
3051,1346381.832834799
3052,938159.0075380129
3053,1447984.1329218594
3054,1077356.2218910737
3055,1438912.9534664568
3056,1525181.422521333
3057,1377648.4583604569
3058,1431512.654412977
3059,1411751.9581656824
3060,1483339.4901335144
3061,1484304.2919601456
3062,1206459.7992883013
3063,1403516.7417969126
3064,1201606.591082698
3065,1437743.7198530557
3066,1366217.0067540067
3067,1463621.240001239
3068,1452429.88567146
3069,1352597.3919280162
3070,1172167.696385319
3071,1355495.1452435309
3072,1081548.4100668896
3073,1365256.3265843268
3074,1371467.7763948124
3075,1381733.121197114
3076,1205713.5610907238
3077,923169.4292239504
3078,1478610.5111847343
3079,1269444.520675786
3080,1582568.3890082284
3081,1432251.3487521033
3082,971114.2411342761
3083,1420399.1015428463
3084,1491238.3609572465
3085,1471754.0624261587
3086,1516753.7810254584
3087,900223.143659067
3088,1360218.2420166512
3089,1344844.714567022
3090,1257694.6972860002
3091,1302442.4103723282
3092,1412679.8373947577
3093,1439256.2326782693
3094,1428434.3273144835
3095,1275501.1985561547
3096,1377927.3390727164
3097,1471313.1904399542
3098,1123902.0378414064
3099,1150273.231722579
3100,1164577.4085602663
3101,1295363.8533380649
3102,1390782.1623828714
3103,1377448.4778563236
3104,1369273.287724127
3105,1330362.0295953597
3106,1370877.487854257
3107,1440734.5477820348
3108,1201972.378070584
3109,1217908.9493847343
3110,1396170.9596981232
3111,1261192.6195855967
3112,1551521.3113652368
3113,1368581.4477133772
3114,1077278.3834424138
3115,1268467.307019869
3116,1333903.8321898698
3117,1168225.5096539154
3118,1309616.9570486268
3119,1299986.8780128688
3120,1426772.6033725275
3121,1252168.5238648383
3122,1439011.2207541855
3123,1243836.2583583025
3124,1393054.9275705633
3125,1482550.005598464
3126,1412193.40129012
3127,1348409.5435728105
3128,1320858.8132520963
3129,1508379.730801644
3130,1138517.0322767687
3131,1356264.7618879473
3132,1361040.9105329157
3133,1301592.5304481578
3134,1356032.7167958138
3135,1169500.0235105334
3136,952901.7214796835
3137,1444641.2664378814
3138,924096.9670439442
3139,1521817.7856280662
3140,1250933.8627429253
3141,1061184.6524524444
3142,991332.7940997462
3143,1378489.0575139
3144,1354762.9072318615
3145,1381548.3056770593
3146,1299601.6023441611
3147,1383646.3990840635
3148,1446678.79968069
3149,1273097.8868826567
3150,1173103.5996944632
3151,1310765.9884051788
3152,1474509.3505746892
3153,1453677.3301438845
3154,1568329.8802105442
3155,1224254.4583440574
3156,1419955.9335854927
3157,1285428.5901986419
3158,1325132.5593075352
3159,1300188.148047631
3160,1071595.2843289694
3161,1402758.6339617593
3162,1450458.5965049064
3163,1383745.5593908066
3164,1488324.4955326263
3165,1332768.0938203305
3166,1311556.0315128032
3167,1475262.1871407449
3168,1226695.4840163928
3169,1354620.4794795215
3170,1466051.8947598557
3171,1438228.1404064354
3172,1515579.1858718977
3173,1435642.9554077422
3174,1301145.8243201904
3175,1028195.0881513509
3176,1470566.885388385
3177,1478446.2941970534
3178,1173755.1310826878
3179,1012625.1080118916
3180,1406625.7788469098
3181,1251737.0865210088
3182,1528892.2586971866
3183,1444348.6881591065
3184,1251716.9261348967
3185,1497792.5208010296
3186,1179087.7181259375
3187,1474778.9625526825
3188,1251228.2638877255
3189,1367012.623825647
3190,1237894.1409179862
3191,1488472.0117478326
3192,1124810.2981912775
3193,1293539.7917609997
3194,1259710.6865725955
3195,1436332.3779141367
3196,1543712.821284317
3197,1328445.2892013812
3198,1122952.0828421428
3199,1435241.1057471419
3200,1406305.0685589388
3201,1349570.9077368565
3202,1333704.7659510798
3203,1384539.6692559454
3204,1347915.9474573324
3205,1537448.8417686229
3206,1338247.6056412822
3207,1423174.164525019
3208,1066860.9898675114
3209,1495248.221139947
3210,1014976.0209018587
3211,1440597.2110395099
3212,1535600.6522176464
3213,1321302.7913129108
3214,1243026.5450412142
3215,1422070.84092303
3216,1564267.0545808605
3217,927305.6741045967
3218,1405123.6726232383
3219,1449399.408161529
3220,1270576.7250039654
3221,1037524.1906897208
3222,1315772.6525741518
3223,1257999.9997186852
3224,1335610.7445169038
3225,1495694.0382121075
3226,1362264.767146379
3227,1453579.2477610654
3228,1466685.0240909907
3229,1421882.5011199482
3230,1257147.5639452746
3231,1512994.8255033558
3232,1475512.9381987716
3233,1384308.173192273
3234,1140310.653024925
3235,1276937.5067066832
3236,1121408.3980388113
3237,1325220.1318954958
3238,1287977.5887063001
3239,1397049.1690393835
3240,1432481.0384841592
3241,1457494.641260885
3242,1404878.9382279105
3243,1457477.5543247443
3244,1241531.158407812
3245,1248337.01149854
3246,1392508.2993010401
3247,1286112.1013445642
3248,1027639.9399731262
3249,1293963.2230764977
3250,1332970.2368016965
3251,1394065.2771057764
3252,1258652.002387127
3253,1454143.8360324427
3254,1310639.6792446922
3255,1404695.0285725265
3256,1395912.7264123796
3257,1293627.9978518162
3258,1147925.349923674
3259,1292206.524891853
3260,1088084.2689459603
3261,1463518.0855424486
3262,1498150.4417711974
3263,1264978.8997477426
3264,1343432.603697905
3265,1209999.4978908899
3266,1186210.962653548
3267,1457250.5376131167
3268,1546644.9483279681
3269,1128210.075349569
3270,1405019.698112645
3271,980180.0190659432
3272,1488312.564357246
3273,1453053.5110040975
3274,1390757.2111905746
3275,1446930.8362919383
3276,1392774.843270675
3277,1528898.057716273
3278,1250409.480903938
3279,1448651.8635182471
3280,1172556.6910251398
3281,1358091.498727541
3282,1442015.768359056
3283,1371111.8296969105
3284,1371079.6962797148
3285,1419697.3660748508
3286,1500821.1314118204
3287,1244641.6757274088
3288,1536770.1635063079
3289,1321876.2905453502
3290,1377991.8486524303
3291,1046381.2685403789
3292,1446828.1427845426
3293,1347453.413675216
3294,1404241.7479703564
3295,1192100.4868814338
3296,1341037.013027776
3297,1025621.352560687
3298,1446523.0785562815
3299,1473330.8121116834
3300,1565684.5947330226
3301,1334064.7731705692
3302,1342116.2388266132
3303,1538169.865673148
3304,1293109.1284044331
3305,1455898.7780093711
3306,1567696.246349137
3307,1321846.2447372132
3308,1475030.9584189057
3309,1377067.5647639474
3310,1019298.9506168065
3311,1327941.8653909343
3312,1281762.0043201793
3313,1091151.600834836
3314,1423721.2301229276
3315,1408503.74295145
3316,1382373.5801588073
3317,1515024.335319587
3318,1337346.2409827139
3319,1468373.0498859077
3320,1442430.7061782826
3321,1096753.5003839433
3322,1323624.5122255215
3323,1463827.502217539
3324,1504266.780835158
3325,1105812.8894917914
3326,1220277.5041020238
3327,1514808.9819548433
3328,1227038.083463265
3329,1403269.4884219493
3330,1294239.5580316945
3331,1454506.126246628
3332,1424679.9107330923
3333,1119681.2825137372
3334,1421630.2760060583
3335,1166790.0239458985
3336,1057749.5225173153
3337,1078089.7082786378
3338,1464877.0848852275
3339,1282563.024152024
3340,1287379.6900656028
3341,1362823.8692499548
3342,1257566.0490410726
3343,1026521.450424281
3344,1442810.2291495332
3345,1524943.7137821533
3346,1475826.30435582
3347,1289831.3058474879
3348,1422589.8798536311
3349,1435606.912337958
3350,1315847.106672559
3351,994646.2320428035
3352,1302614.26735821
3353,1515163.9848480579
3354,1528368.4773508182
3355,1392087.4553405275
3356,1339594.4915485324
3357,1157377.9372330909
3358,1258331.371380039
3359,1440589.638939312
3360,1463176.405217831
3361,1385838.1731532472
3362,1428438.9397386813
3363,1510958.4717013733
3364,1522598.355967319
3365,1491188.1329221486
3366,1436321.7046884033
3367,1137849.8653018011
3368,1425407.8957151938
3369,1518645.4173689084
3370,1022704.7413746943
3371,1336708.9559430438
3372,1208964.7223381838
3373,1371503.193243768
3374,1111007.046757148
3375,1357265.6243643612
3376,1446778.4666837018
3377,1390257.0232050673
3378,1298931.0463904056
3379,1405833.1073389682
3380,1359350.3205727572
3381,1356480.8186295652
3382,1295523.1505048992
3383,1514015.6330211572
3384,1237071.1083976054
3385,1141105.8230989561
3386,1296639.7220678148
3387,1418508.8043881643
3388,1272157.93581091
3389,1240382.9818530038
3390,1270607.6152931363
3391,1403371.1598084683
3392,868371.3518375702
3393,1320956.4700685993
3394,1318742.6631558535
3395,1445576.7716406963
3396,1489007.7509308618
3397,1230259.2334196307
3398,1241654.4767369053
3399,1361081.4171430499
3400,1239107.4831325233
3401,1534821.3538490455
3402,1467338.6307545975
3403,1357790.7929327027
3404,1285337.9010476244
3405,1355014.051974409
3406,1402221.7512697354
3407,1142050.8096291716
3408,1137789.3426015596
3409,1387293.9185034924
3410,1402056.955116472
3411,1182788.113171332
3412,1290956.8881805937
3413,1311844.630133142
3414,1422968.7491180985
3415,1505549.8112665226
3416,1424864.810624025
3417,1397771.877705952
3418,1238452.4981946794
3419,1329257.2586378977
3420,1291423.935514394
3421,1314587.4086881727
3422,1422305.4507565326
3423,1463669.5114703497
3424,1444322.8348374744
3425,1322102.1343963621
3426,1431189.8395212875
3427,1416960.1397362698
3428,1408404.220814295
3429,1181000.1588562403
3430,1462588.439740103
3431,1031305.2528624631
3432,1401868.6007531118
3433,1196927.4974899907
3434,1446646.5062123106
3435,1270790.8576823368
3436,1291344.350038025
3437,1478668.6176741
3438,1474621.755537005
3439,1259503.8176634363
3440,1423022.8315781723
3441,1291209.4699542264
3442,1339387.7953408365
3443,1247390.9434518083
3444,1559265.0711485732
3445,1337031.0751140902
3446,1315523.931654512
3447,1422799.0516356882
3448,1273136.0036175258
3449,995319.7424586772
3450,1200859.62757811
3451,1184500.5772321809
3452,1212408.1772700201
3453,1270860.5394935952
3454,1388863.1494263017
3455,1338919.5041182812
3456,1214913.7749248857
3457,1198170.128948234
3458,1307368.905618004
3459,1492333.914562529
3460,1459119.0439337338
3461,1370139.4035001767
3462,1337757.7876518029
3463,1308337.9136570718
3464,1302306.9194627393
3465,1430515.6974760066
3466,1458379.1353295455
3467,1529215.6012624619
3468,1361055.5227080702
3469,980068.2121803304
3470,1433039.7813033825
3471,1371661.57961176
3472,1428438.354526477
3473,1134766.705398113
3474,887235.7623528438
3475,1361630.134975208
3476,1380049.7411932747
3477,1330595.770683296
3478,1361550.9887253821
3479,1374625.0014448299
3480,1342473.862183184
3481,1374173.5190994171
3482,1527586.6413469785
3483,1378048.0832045644
3484,1001918.6825697598
3485,1530065.8286027217
3486,1144447.6170241255
3487,1106348.1593353294
3488,1355956.274213701
3489,1303664.7241819906
3490,1360355.6848700526
3491,1305368.7379486489
3492,1318123.2554606989
3493,1516135.7549317246
3494,1363706.2530400185
3495,1491959.182781873
3496,1162524.77335818
3497,1455691.8817998024
3498,1428374.6206804977
3499,1435687.358668891
